iter	Passed	Remaining
317	1415	3035
318	1418	3029
319	1422	3023
320	1427	3019
321	1430	3011
322	1433	3004
323	1438	3001
324	1441	2994
325	1446	2990
326	1449	2983
327	1453	2977
328	1456	2970
329	1460	2964
330	1463	2957
331	1466	2951
332	1470	2945
333	1474	2939
334	1477	2933
335	1480	2926
336	1484	2920
337	1487	2913
338	1491	2908
339	1494	2901
340	1498	2896
341	1501	2889
342	1505	2883
343	1508	2876
344	1511	2870
345	1515	2864
346	1519	2858
347	1522	2852
348	1526	2846
349	1529	2840
350	1533	2834
351	1536	2829
352	1540	2822
353	1543	2816
354	1546	2810
355	1550	2804
356	1553	2798
357	1557	2793
358	1560	2786
359	1564	2781
360	1567	2774
361	1571	2769
362	1574	2763
363	1578	2758
364	1582	2752
365	1585	2747
366	1590	2742
367	1593	2737
368	1597	2731
369	1601	2726
370	1604	2721
371	1608	2715
372	1612	2709
373	1615	2704
374	1619	2698
375	1622	2693
376	1625	2686
377	1629	2680
378	1632	2675
379	1636	2670
380	1640	2664
381	1643	2658
382	1646	2652
383	1649	2646
384	1652	2640
385	1656	2634
386	1659	2628
387	1663	2623
388	1666	2617
389	1669	2611
390	1672	2605
391	1675	2599
392	1678	2593
393	1682	2587
394	1685	2581
395	1688	2576
396	1692	2570
397	1696	2566
398	1699	2560
399	1703	2555
400	1707	2551
401	1711	2545
402	1714	2539
403	1717	2534
404	1722	2530
405	1725	2524
406	1729	2519
407	1732	2513
408	1736	2508
409	1739	2503
410	1743	2498
411	1746	2493
412	1749	2487
413	1753	2482
414	1757	2476
415	1761	2472
416	1764	2467
417	1768	2462
418	1773	2458
419	1777	2454
420	1782	2451
421	1786	2446
422	1789	2441
423	1793	2435
424	1797	2431
425	1801	2427
426	1805	2422
427	1810	2419
428	1814	2414
429	1817	2409
430	1821	2404
431	1824	2399
432	1829	2395
433	1832	2389
434	1835	2384
435	1838	2378
436	1842	2373
437	1845	2368
438	1849	2362
439	1852	2357
440	1855	2352
441	1859	2347
442	1863	2342
443	1866	2337
444	1870	2332
445	1873	2327
446	1877	2322
447	1881	2317
448	1884	2312
449	1888	2308
450	1892	2303
451	1896	2298
452	1899	2293
453	1903	2288
454	1907	2285
455	1911	2280
456	1915	2275
457	1918	2270
458	1922	2266
459	1926	2261
460	1930	2257
461	1933	2251
462	1937	2246
463	1941	2242
464	1944	2237
465	1948	2232
466	1951	2227
467	1955	2223
468	1960	2219
469	1964	2214
470	1967	2210
471	1970	2204
472	1974	2199
473	1977	2194
474	1981	2189
475	1984	2184
476	1988	2180
477	1991	2175
478	1995	2170
479	1998	2164
480	2001	2159
481	2005	2154
482	2009	2150
483	2012	2145
484	2015	2140
485	2019	2135
486	2023	2131
487	2027	2126
488	2030	2121
489	2034	2117
490	2037	2111
491	2041	2107
492	2044	2102
493	2048	2097
494	2051	2093
495	2055	2088
496	2059	2083
497	2062	2078
498	2066	2075
499	2070	2070
500	2073	2065
501	2076	2060
502	2080	2055
503	2083	2050
504	2087	2045
505	2090	2040
506	2093	2035
507	2096	2030
508	2099	2025
509	2102	2020
510	2106	2015
511	2109	2010
512	2113	2006
513	2116	2001
514	2119	1996
515	2123	1991
516	2126	1987
517	2130	1982
518	2133	1977
519	2137	1972
520	2141	1968
521	2144	1963
522	2147	1958
523	2151	1954
524	2155	1949
525	2160	1946
526	2163	1941
527	2167	1937
528	2171	1933
529	2175	1928
530	2178	1924
531	2181	1919
532	2185	1914
533	2188	1909
534	2191	1905
535	2195	1900
536	2199	1896
537	2203	1892
538	2215	1895
539	2218	1890
540	2221	1884
541	2225	1880
542	2228	1875
543	2231	1870
544	2234	1865
545	2237	1860
546	2240	1855
547	2244	1850
548	2247	1846
549	2250	1841
550	2254	1836
551	2257	1832
552	2261	1827
553	2265	1823
554	2268	1818
555	2272	1814
556	2275	1810
557	2279	1805
558	2283	1801
559	2286	1796
560	2292	1793
561	2295	1789
562	2307	1791
563	2310	1786
564	2313	1781
565	2317	1776
566	2320	1772
567	2324	1767
568	2327	1763
569	2330	1758
570	2334	1753
571	2337	1749
572	2341	1744
573	2344	1740
574	2348	1735
575	2352	1731
576	2355	1726
577	2359	1722
578	2362	1717
579	2366	1713
580	2369	1708
581	2372	1704
582	2375	1699
583	2379	1694
584	2384	1691
585	2387	1686
586	2392	1683
587	2396	1678
588	2399	1674
589	2403	1669
590	2413	1670
591	2416	1665
592	2420	1661
593	2423	1656
594	2427	1652
595	2431	1647
596	2434	1643
597	2437	1638
598	2440	1633
599	2443	1629
600	2447	1624
601	2450	1620
602	2454	1615
603	2457	1611
604	2460	1606
605	2464	1602
606	2467	1597
607	2470	1592
608	2473	1588
609	2476	1583
610	2479	1578
611	2482	1573
612	2485	1569
613	2489	1564
614	2492	1560
615	2495	1555
616	2499	1551
617	2518	1557
618	2521	1552
619	2524	1547
620	2527	1542
621	2532	1538
622	2536	1534
623	2540	1530
624	2543	1526
625	2548	1522
626	2552	1518
627	2556	1514
628	2559	1509
629	2563	1505
630	2567	1501
631	2571	1497
632	2574	1492
633	2577	1488
634	2581	1483
635	2585	1479
636	2589	1475
637	2593	1471
638	2597	1467
639	2600	1462
640	2603	1458
641	2607	1454
642	2610	1449
643	2613	1444
644	2617	1440
645	2620	1435
646	2623	1431
647	2626	1427
648	2630	1422
649	2637	1420
650	2640	1415
651	2644	1411
652	2647	1406
653	2650	1402
654	2654	1398
655	2658	1393
656	2661	1389
657	2668	1387
658	2673	1383
659	2679	1380
660	2683	1376
661	2687	1372
662	2692	1368
663	2696	1364
664	2700	1360
665	2704	1356
666	2708	1352
667	2712	1348
668	2716	1344
669	2720	1340
670	2724	1335
671	2727	1331
672	2732	1327
673	2735	1323
674	2739	1318
675	2743	1314
676	2746	1310
677	2750	1306
678	2753	1301
679	2758	1297
680	2761	1293
681	2764	1288
682	2768	1285
683	2773	1281
684	2777	1277
685	2780	1272
686	2784	1268
687	2788	1264
688	2804	1265
689	2807	1261
690	2811	1257
691	2814	1252
692	2818	1248
693	2821	1244
694	2825	1240
695	2829	1235
696	2832	1231
697	2836	1227
698	2839	1222
699	2843	1218
700	2846	1214
701	2850	1209
702	2853	1205
703	2857	1201
704	2861	1197
705	2865	1193
706	2868	1188
707	2872	1184
708	2875	1180
709	2879	1175
710	2882	1171
711	2886	1167
712	2889	1163
713	2893	1159
714	2898	1155
715	2901	1150
716	2905	1146
717	2909	1142
718	2912	1138
719	2916	1134
720	2919	1129
721	2924	1126
722	2928	1121
723	2932	1117
724	2936	1113
725	2940	1109
726	2944	1105
727	2947	1101
728	2952	1097
729	2955	1093
730	2958	1088
731	2961	1084
732	2965	1080
733	2968	1075
734	2972	1071
735	2975	1067
736	2978	1062
737	2982	1058
738	2985	1054
739	2989	1050
740	2992	1045
741	2997	1042
742	3000	1037
743	3004	1033
744	3007	1029
745	3011	1025
746	3014	1020
747	3018	1016
748	3022	1012
749	3025	1008
750	3029	1004
751	3032	1000
752	3036	996
753	3039	991
754	3042	987
755	3046	983
756	3050	979
757	3053	974
758	3057	970
759	3060	966
760	3064	962
761	3067	958
762	3071	953
763	3074	949
764	3078	945
765	3081	941
766	3085	937
767	3088	932
768	3091	928
769	3095	924
770	3098	920
771	3102	916
772	3105	911
773	3108	907
774	3111	903
775	3115	899
776	3118	894
777	3121	890
778	3124	886
779	3128	882
780	3131	878
781	3134	873
782	3138	869
783	3141	865
784	3144	861
785	3148	857
786	3151	853
787	3154	848
788	3158	844
789	3161	840
790	3164	836
791	3167	831
792	3171	827
793	3174	823
794	3177	819
795	3181	815
796	3184	811
797	3187	806
798	3191	802
799	3195	798
800	3198	794
801	3201	790
802	3205	786
803	3208	782
804	3211	778
805	3215	774
806	3221	770
807	3224	766
808	3228	762
809	3232	758
810	3235	754
811	3238	749
812	3241	745
813	3244	741
814	3248	737
815	3250	733
816	3254	728
817	3256	724
818	3260	720
819	3263	716
820	3266	712
821	3269	708
822	3272	703
823	3275	699
824	3278	695
825	3281	691
826	3284	687
827	3287	682
828	3290	678
829	3293	674
830	3299	670
831	3304	667
832	3308	663
833	3311	659
834	3314	654
835	3329	653
836	3331	648
837	3335	644
838	3337	640
839	3341	636
840	3343	632
841	3346	628
842	3349	623
843	3352	619
844	3357	615
845	3360	611
846	3364	607
847	3367	603
848	3371	599
849	3375	595
850	3378	591
851	3382	587
852	3385	583
853	3389	579
854	3391	575
855	3395	571
856	3398	567
857	3402	563
858	3405	559
859	3409	555
860	3413	551
861	3417	547
862	3420	543
863	3423	538
864	3428	535
865	3432	531
866	3436	527
867	3439	523
868	3443	519
869	3446	515
870	3450	510
871	3453	506
872	3456	502
873	3460	498
874	3463	494
875	3466	490
876	3470	486
877	3474	482
878	3478	478
879	3481	474
880	3484	470
881	3488	466
882	3491	462
883	3495	458
884	3498	454
885	3501	450
886	3505	446
887	3508	442
888	3512	438
889	3515	434
890	3519	430
891	3522	426
892	3526	422
893	3529	418
894	3532	414
895	3536	410
896	3539	406
897	3542	402
898	3546	398
899	3549	394
900	3553	390
901	3557	386
902	3560	382
903	3563	378
904	3568	374
905	3571	370
906	3574	366
907	3577	362
908	3581	358
909	3595	355
910	3598	351
911	3601	347
912	3604	343
913	3608	339
914	3611	335
915	3615	331
916	3618	327
917	3622	323
918	3625	319
919	3629	315
920	3632	311
921	3636	307
922	3639	303
923	3642	299
924	3655	296
925	3658	292
926	3662	288
927	3667	284
928	3670	280
929	3675	276
930	3678	272
931	3682	268
932	3689	264
933	3694	261
934	3700	257
935	3705	253
936	3709	249
937	3714	245
938	3718	241
939	3722	237
940	3728	233
941	3732	229
942	3736	225
943	3740	221
944	3744	217
945	3748	213
946	3753	210
947	3757	206
948	3760	202
949	3764	198
950	3768	194
951	3773	190
952	3779	186
953	3784	182
954	3788	178
955	3793	174
956	3797	170
957	3801	166
958	3805	162
959	3809	158
960	3814	154
961	3821	150
962	3824	146
963	3828	142
964	3832	139
965	3836	135
966	3840	131
967	3844	127
968	3848	123
969	3852	119
970	3857	115
971	3860	111
972	3864	107
973	3867	103
974	3871	99
975	3874	95
976	3878	91
977	3882	87
978	3885	83
979	3889	79
980	3892	75
981	3895	71
982	3899	67
983	3901	63
984	3905	59
985	3908	55
986	3911	51
987	3914	47
988	3917	43
989	3920	39
990	3926	35
991	3931	31
992	3934	27
993	3940	23
994	3944	19
995	3947	15
996	3950	11
997	3953	7
998	3957	3
999	3960	0
