iter	RMSE
402	0.07699402089
403	0.07690352517
404	0.07682658936
405	0.07672997515
406	0.07664579658
407	0.07651955632
408	0.0764043711
409	0.07633937691
410	0.07625301116
411	0.07616609031
412	0.07615228137
413	0.07605387865
414	0.07591568892
415	0.07576847483
416	0.07566447999
417	0.07555529513
418	0.07546498714
419	0.07538316484
420	0.07529635545
421	0.07522476649
422	0.07521369114
423	0.07520283654
424	0.0751211428
425	0.07498610328
426	0.07486930703
427	0.07475902604
428	0.07468919036
429	0.07467671065
430	0.07458937627
431	0.07450425198
432	0.07441115437
433	0.07433628839
434	0.07430555467
435	0.07423296826
436	0.07416157726
437	0.07415135409
438	0.07401399319
439	0.07391104179
440	0.07385067705
441	0.0737452636
442	0.07361439859
443	0.07360455224
444	0.07349556753
445	0.07341631162
446	0.07332501916
447	0.07331550179
448	0.07323696189
449	0.0731252464
450	0.07306376165
451	0.07295828043
452	0.07288955483
453	0.07281241357
454	0.07272547964
455	0.07265383549
456	0.07259019623
457	0.07251719564
458	0.07245641994
459	0.07234364633
460	0.07227125668
461	0.07217198774
462	0.07209800741
463	0.07201355645
464	0.07196546801
465	0.07191299975
466	0.07186087291
467	0.07184957083
468	0.07175469443
469	0.07165983484
470	0.07159736082
471	0.07158267844
472	0.07151672612
473	0.07149336585
474	0.07138716356
475	0.07130714865
476	0.07120386756
477	0.07110524113
478	0.07104239329
479	0.07095748422
480	0.07088192146
481	0.0708155202
482	0.07074331087
483	0.07073560672
484	0.07061610334
485	0.07054298418
486	0.07050907227
487	0.07040823197
488	0.07039040065
489	0.07029797918
490	0.07026766361
491	0.07014078803
492	0.07003569065
493	0.06998473104
494	0.06989882619
495	0.06983522376
496	0.06977919708
497	0.06974012322
498	0.06970555986
499	0.0696683329
500	0.06965258215
501	0.06951051806
502	0.06950231057
503	0.06939265972
504	0.0693273661
505	0.06923267396
506	0.06914277635
507	0.06909730125
508	0.06900644296
509	0.06891958437
510	0.06882954015
511	0.0687813542
512	0.06870422085
513	0.06861239234
514	0.06853789635
515	0.06847083641
516	0.06842104942
517	0.06835281565
518	0.06830188981
519	0.06822427507
520	0.0681572217
521	0.06808370075
522	0.06798789159
523	0.0679003225
524	0.06787140325
525	0.06783158674
526	0.06775391688
527	0.0676731232
528	0.0675707208
529	0.0674968656
530	0.06739882828
531	0.0673371265
532	0.0672650917
533	0.06722288639
534	0.06715150996
535	0.06704175184
536	0.06697232319
537	0.06688408555
538	0.06682093902
539	0.06671264598
540	0.06665308148
541	0.06658642502
542	0.06649021506
543	0.06642105152
544	0.0663745092
545	0.0663547779
546	0.06627070369
547	0.06619845765
548	0.06615993697
549	0.06610393127
550	0.06602018833
551	0.0659324202
552	0.06586779605
553	0.06578041658
554	0.06570705019
555	0.06562502099
556	0.06552786556
557	0.06547209662
558	0.0654395089
559	0.06538359644
560	0.06533678706
561	0.06526797152
562	0.06517658281
563	0.06507846524
564	0.06503676582
565	0.06496075392
566	0.06488413148
567	0.0648199196
568	0.06475172922
569	0.06466346614
570	0.06460913535
571	0.06448657728
572	0.06442668016
573	0.06436131952
574	0.06432322849
575	0.06423299461
576	0.06418072045
577	0.06410362137
578	0.06401811994
579	0.06395351969
580	0.06386726935
581	0.06379508582
582	0.06375038026
583	0.0636989345
584	0.06361192004
585	0.06353644478
586	0.06349020452
587	0.06343120068
588	0.06336522478
589	0.06330302715
590	0.06324077846
591	0.06320467113
592	0.06312839519
593	0.06304438346
594	0.06295217631
595	0.06289039603
596	0.06280949839
597	0.06279377311
598	0.062759146
599	0.06272393131
600	0.06263705596
601	0.06260362737
602	0.0625148283
603	0.06242826825
604	0.06236251901
605	0.06234189622
606	0.06227135118
607	0.06222157788
608	0.06216156017
609	0.06211388782
610	0.06205258625
611	0.06199133047
612	0.06192263751
613	0.06184764666
614	0.0618141126
615	0.06176004653
616	0.06168074734
617	0.06162528657
618	0.06157909275
619	0.06153648027
620	0.06147476295
621	0.0614172462
622	0.06136346007
623	0.06129826253
624	0.06125332388
625	0.06118382722
626	0.06111930268
627	0.06106673811
628	0.06102047714
629	0.06093117302
630	0.06087312996
631	0.06086597385
632	0.06082234578
633	0.0607498751
634	0.06073257667
635	0.06065023567
636	0.06060651764
637	0.06055870499
638	0.06050770007
639	0.06041540658
640	0.06036768319
641	0.06031798835
642	0.06027119476
643	0.06025616353
644	0.06018463865
645	0.06013726188
646	0.06009141573
647	0.06002135539
648	0.05996364889
649	0.05988176963
650	0.05987454204
651	0.05986771488
652	0.05983345056
653	0.05976158501
654	0.05969636514
655	0.05966690053
656	0.05965670002
657	0.05957195532
658	0.05947133705
659	0.05942792447
660	0.05936229943
661	0.05926711995
662	0.05920810942
663	0.05913999986
664	0.05911231811
665	0.05906596599
666	0.05900325275
667	0.05896894269
668	0.05892756093
669	0.05887872858
670	0.05882873005
671	0.05877183019
672	0.05871681476
673	0.05866978224
674	0.05859620454
675	0.05855140499
676	0.05846233746
677	0.05839036534
678	0.05833834562
679	0.05827673788
680	0.05824819079
681	0.05821242481
682	0.05810812911
683	0.05810234653
684	0.05804742003
685	0.05800387942
686	0.05795396869
687	0.05792074602
688	0.05790206308
689	0.05786838935
690	0.05781057321
691	0.05773122347
692	0.05765595014
693	0.0576253221
694	0.05755497924
695	0.05750703007
696	0.05745911304
697	0.05744040163
698	0.05735663705
699	0.05728386043
700	0.05726573677
701	0.05724613849
702	0.05717197427
703	0.05714618814
704	0.05714097359
705	0.05711403944
706	0.05708291186
707	0.05702189012
708	0.05695011709
709	0.05691042715
710	0.05690448072
711	0.05683417376
712	0.05681094677
713	0.05673005724
714	0.05671381928
715	0.05667254315
716	0.05661581911
717	0.05655435934
718	0.05651200871
719	0.05645632221
720	0.05641217687
721	0.05635003095
722	0.05632987969
723	0.05630607916
724	0.05622240444
725	0.05616300903
726	0.05611473254
727	0.05605989243
728	0.0560531421
729	0.05603683472
730	0.05595290612
731	0.05588484691
732	0.05583332706
733	0.05581984658
734	0.05577420416
735	0.0557146718
736	0.05565633179
737	0.05561180454
738	0.05554819898
739	0.05548821885
740	0.05544889127
741	0.05543971599
742	0.05534898788
743	0.05528317104
744	0.0552170336
745	0.05517445638
746	0.05514688499
747	0.05510620942
748	0.05505772918
749	0.05503142528
750	0.05500995471
751	0.05496327201
752	0.05488539847
753	0.05482975357
754	0.05482418479
755	0.05479028287
756	0.054743112
757	0.05472618357
758	0.05468767413
759	0.0546411793
760	0.05455010773
761	0.05448449943
762	0.05441062392
763	0.05437952419
764	0.0543276328
765	0.05427861573
766	0.05424036986
767	0.05416493614
768	0.05413698596
769	0.05407101531
770	0.05406043992
771	0.0540113204
772	0.05393539507
773	0.05390215111
774	0.05388667816
775	0.05386441702
776	0.05381824396
777	0.0538137487
778	0.05376774699
779	0.05371539654
780	0.05371153647
781	0.0536758176
782	0.05361859902
783	0.05358159958
784	0.05355211158
785	0.05350700036
786	0.05345745634
787	0.0534236456
788	0.05341462395
789	0.05340859683
790	0.05336322407
791	0.05333942699
792	0.05331935799
793	0.05330029847
794	0.05324664162
795	0.05321744814
796	0.05316522833
797	0.05312477141
798	0.05307481753
799	0.05301291695
800	0.05300869383
801	0.05297192551
802	0.05292280295
803	0.05291816836
804	0.05284410139
805	0.05279922221
806	0.05274669609
807	0.05267244787
808	0.05262280326
809	0.05256432401
810	0.05252653182
811	0.05251840281
812	0.05248919012
813	0.05243896901
814	0.05239837463
815	0.05235079771
816	0.05231322385
817	0.05230891906
818	0.05225145027
819	0.05220156686
820	0.05215394522
821	0.05209866996
822	0.05208755777
823	0.0520793908
824	0.05201835254
825	0.05200603666
826	0.05195127991
827	0.0518917861
828	0.05188872697
829	0.05185570801
830	0.05177055394
831	0.05176708498
832	0.0517188086
833	0.05168282388
834	0.05165565205
835	0.05161961193
836	0.05154999161
837	0.05147628439
838	0.05144565885
839	0.05141187225
840	0.05138001905
841	0.05130658157
842	0.05124024109
843	0.0512367658
844	0.0511869706
845	0.05116068213
846	0.05113861158
847	0.05106512935
848	0.0510542668
849	0.05098405136
850	0.05095008745
851	0.05093460336
852	0.05087100214
853	0.05080356101
854	0.05078972905
855	0.05073074313
856	0.05069546543
857	0.05064501494
858	0.05062261244
859	0.0505932107
860	0.05055375485
861	0.05052926674
862	0.05047380013
863	0.05044173002
864	0.05040640653
865	0.05033354436
866	0.05028418683
867	0.05022207796
868	0.05017092748
869	0.05012736767
870	0.05006923189
871	0.05003816929
872	0.04999083298
873	0.0499515388
874	0.0499174479
875	0.04986497832
876	0.04984948109
877	0.04982654112
878	0.04977496618
879	0.04974384247
880	0.04972149797
881	0.04969549547
882	0.04966407111
883	0.04961601864
884	0.0495493587
885	0.0495001976
886	0.04946809915
887	0.0494266614
888	0.04937676667
889	0.04934029258
890	0.04928568226
891	0.04924494305
892	0.04918753424
893	0.04915630655
894	0.04910529132
895	0.04908554121
896	0.04904097209
897	0.04898231098
898	0.04893101123
899	0.04888904004
900	0.04883822628
901	0.04878722982
902	0.04874218428
903	0.04870593597
904	0.04870238667
905	0.04863314954
906	0.04856525236
907	0.04856177926
908	0.04851400472
909	0.04845966104
910	0.04842222342
911	0.04838924202
912	0.04834287201
913	0.0482999256
914	0.04822307072
915	0.04820005377
916	0.04815434128
917	0.04814005332
918	0.04809852816
919	0.04806311744
920	0.0480251213
921	0.04802183068
922	0.04796052235
923	0.04790965842
924	0.04786294975
925	0.04785432714
926	0.04778806587
927	0.04773037077
928	0.04772746205
929	0.04766650709
930	0.04764597731
931	0.04757148708
932	0.04752929981
933	0.04750047312
934	0.04745428175
935	0.04742358426
936	0.04738349736
937	0.04734230039
938	0.04729748966
939	0.04723422694
940	0.04719083125
941	0.04715596729
942	0.04710935351
943	0.04708842918
944	0.0470481578
945	0.04701735356
946	0.04696189097
947	0.04692421294
948	0.04691450805
949	0.04689404033
950	0.04682951576
951	0.0467905732
952	0.04676267243
953	0.04671415151
954	0.04668610344
955	0.04665950823
956	0.04662764122
957	0.04658953848
958	0.04653821486
959	0.04652918865
960	0.04647733872
961	0.04643328377
962	0.04638510168
963	0.0463502325
964	0.04632193531
965	0.04628153085
966	0.0462212329
967	0.04618719106
968	0.04613447523
969	0.04609044421
970	0.04605630299
971	0.0460261204
972	0.04601870689
973	0.04601509258
974	0.04595768913
975	0.04591705599
976	0.04588738956
977	0.04585450043
978	0.04582867298
979	0.04579412018
980	0.0457696835
981	0.04574232212
982	0.04571486573
983	0.04570226426
984	0.04565421946
985	0.04562280999
986	0.04561224968
987	0.0455837711
988	0.0455805075
989	0.04552811372
990	0.04546522115
991	0.04542811823
992	0.04538623059
993	0.04535498626
994	0.04529518428
995	0.0452800065
996	0.04524355976
997	0.04519981603
998	0.04512972014
999	0.04509273021
